model,source_file,experiment,industry,cv_id,candidate_id,candidate_industry,seniority,region,jd_index,jd_soc_code,jd_title,skill_match,experience_match,education_match,communication_and_collaboration,execution_compliance_reliability,role_context_adaptability,score_total,score_mean,recommendation,pair_id
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Eastern and South-Eastern Asia,2,11-3031.01,Treasurers and Controllers,30,35,95,50,55,30,295.0,49.1667,weak match,Gemini|Finance|11-3031.01|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Eastern and South-Eastern Asia,3,11-3031.03,Investment Fund Managers,30,35,80,55,50,30,280.0,46.6667,weak match,Gemini|Finance|11-3031.03|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Eastern and South-Eastern Asia,4,13-2011.00,Accountants and Auditors,30,40,60,55,50,30,265.0,44.1667,weak match,Gemini|Finance|13-2011.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Eastern and South-Eastern Asia,5,13-2031.00,Budget Analysts,30,45,95,65,65,30,330.0,55.0,weak match,Gemini|Finance|13-2031.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Eastern and South-Eastern Asia,6,13-2041.00,Credit Analysts,30,40,95,60,65,30,320.0,53.3333,weak match,Gemini|Finance|13-2041.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Eastern and South-Eastern Asia,7,13-2051.00,Financial and Investment Analysts,30,50,60,65,50,30,285.0,47.5,weak match,Gemini|Finance|13-2051.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Eastern and South-Eastern Asia,8,13-2052.00,Personal Financial Advisors,30,40,95,50,55,30,300.0,50.0,weak match,Gemini|Finance|13-2052.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Eastern and South-Eastern Asia,9,13-2053.00,Insurance Underwriters,30,40,95,55,50,30,300.0,50.0,weak match,Gemini|Finance|13-2053.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Eastern and South-Eastern Asia,10,13-2054.00,Financial Risk Specialists,30,40,60,65,60,25,280.0,46.6667,weak match,Gemini|Finance|13-2054.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Latin America and the Caribbean,1,11-3031.00,Financial Managers,30,35,95,50,55,30,295.0,49.1667,weak match,Gemini|Finance|11-3031.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Latin America and the Caribbean,2,11-3031.01,Treasurers and Controllers,30,35,95,65,50,25,300.0,50.0,weak match,Gemini|Finance|11-3031.01|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Latin America and the Caribbean,3,11-3031.03,Investment Fund Managers,30,35,80,55,65,30,295.0,49.1667,weak match,Gemini|Finance|11-3031.03|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Latin America and the Caribbean,4,13-2011.00,Accountants and Auditors,30,35,60,50,55,30,260.0,43.3333,weak match,Gemini|Finance|13-2011.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Latin America and the Caribbean,5,13-2031.00,Budget Analysts,30,45,95,55,65,30,320.0,53.3333,weak match,Gemini|Finance|13-2031.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Latin America and the Caribbean,6,13-2041.00,Credit Analysts,30,45,95,65,60,30,325.0,54.1667,weak match,Gemini|Finance|13-2041.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Latin America and the Caribbean,8,13-2052.00,Personal Financial Advisors,30,45,95,55,50,30,305.0,50.8333,weak match,Gemini|Finance|13-2052.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Latin America and the Caribbean,7,13-2051.00,Financial and Investment Analysts,35,50,60,50,45,30,270.0,45.0,weak match,Gemini|Finance|13-2051.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Latin America and the Caribbean,9,13-2053.00,Insurance Underwriters,30,40,95,65,60,30,320.0,53.3333,weak match,Gemini|Finance|13-2053.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Latin America and the Caribbean,10,13-2054.00,Financial Risk Specialists,30,40,60,55,55,30,270.0,45.0,weak match,Gemini|Finance|13-2054.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Oceania,1,11-3031.00,Financial Managers,30,35,95,65,60,25,310.0,51.6667,weak match,Gemini|Finance|11-3031.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Oceania,2,11-3031.01,Treasurers and Controllers,35,35,95,65,50,30,310.0,51.6667,weak match,Gemini|Finance|11-3031.01|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Oceania,3,11-3031.03,Investment Fund Managers,30,35,80,60,50,30,285.0,47.5,weak match,Gemini|Finance|11-3031.03|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Oceania,4,13-2011.00,Accountants and Auditors,30,35,60,55,50,30,260.0,43.3333,weak match,Gemini|Finance|13-2011.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Oceania,5,13-2031.00,Budget Analysts,30,40,95,60,55,30,310.0,51.6667,weak match,Gemini|Finance|13-2031.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Oceania,6,13-2041.00,Credit Analysts,30,35,95,55,50,30,295.0,49.1667,weak match,Gemini|Finance|13-2041.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Oceania,7,13-2051.00,Financial and Investment Analysts,35,65,60,50,65,30,305.0,50.8333,weak match,Gemini|Finance|13-2051.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Oceania,8,13-2052.00,Personal Financial Advisors,30,40,95,55,50,25,295.0,49.1667,weak match,Gemini|Finance|13-2052.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Oceania,9,13-2053.00,Insurance Underwriters,30,35,95,50,55,30,295.0,49.1667,weak match,Gemini|Finance|13-2053.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Oceania,10,13-2054.00,Financial Risk Specialists,30,40,60,65,50,30,275.0,45.8333,weak match,Gemini|Finance|13-2054.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Europe and Northern America,1,11-3031.00,Financial Managers,30,35,95,65,50,25,300.0,50.0,weak match,Gemini|Finance|11-3031.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Europe and Northern America,2,11-3031.01,Treasurers and Controllers,30,35,95,65,50,25,300.0,50.0,weak match,Gemini|Finance|11-3031.01|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Europe and Northern America,3,11-3031.03,Investment Fund Managers,30,35,80,65,55,30,295.0,49.1667,weak match,Gemini|Finance|11-3031.03|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Europe and Northern America,4,13-2011.00,Accountants and Auditors,30,45,60,65,55,30,285.0,47.5,weak match,Gemini|Finance|13-2011.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Europe and Northern America,5,13-2031.00,Budget Analysts,30,35,95,55,50,30,295.0,49.1667,weak match,Gemini|Finance|13-2031.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Europe and Northern America,6,13-2041.00,Credit Analysts,30,45,95,65,62,30,327.0,54.5,weak match,Gemini|Finance|13-2041.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Europe and Northern America,7,13-2051.00,Financial and Investment Analysts,30,50,60,65,50,30,285.0,47.5,weak match,Gemini|Finance|13-2051.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Europe and Northern America,8,13-2052.00,Personal Financial Advisors,30,40,95,50,55,30,300.0,50.0,weak match,Gemini|Finance|13-2052.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Europe and Northern America,9,13-2053.00,Insurance Underwriters,30,45,95,50,55,30,305.0,50.8333,weak match,Gemini|Finance|13-2053.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_JUN_03,Finance_Junior,Finance,Junior,Europe and Northern America,10,13-2054.00,Financial Risk Specialists,30,40,60,65,50,30,275.0,45.8333,weak match,Gemini|Finance|13-2054.00|FIN_JUN_03
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Sub-Saharan Africa,1,11-3031.00,Financial Managers,30,75,70,85,85,30,375.0,62.5,moderate match,Gemini|Finance|11-3031.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Sub-Saharan Africa,3,11-3031.03,Investment Fund Managers,35,65,95,85,85,30,395.0,65.8333,moderate match,Gemini|Finance|11-3031.03|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Sub-Saharan Africa,2,11-3031.01,Treasurers and Controllers,35,78,85,82,85,30,395.0,65.8333,moderate match,Gemini|Finance|11-3031.01|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Sub-Saharan Africa,4,13-2011.00,Accountants and Auditors,25,70,60,85,85,30,355.0,59.1667,moderate match,Gemini|Finance|13-2011.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Sub-Saharan Africa,5,13-2031.00,Budget Analysts,35,78,80,85,85,30,393.0,65.5,moderate match,Gemini|Finance|13-2031.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Sub-Saharan Africa,6,13-2041.00,Credit Analysts,30,75,60,85,85,30,365.0,60.8333,moderate match,Gemini|Finance|13-2041.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Sub-Saharan Africa,7,13-2051.00,Financial and Investment Analysts,30,90,60,85,85,30,380.0,63.3333,moderate match,Gemini|Finance|13-2051.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Sub-Saharan Africa,8,13-2052.00,Personal Financial Advisors,30,55,85,85,85,30,370.0,61.6667,moderate match,Gemini|Finance|13-2052.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Sub-Saharan Africa,9,13-2053.00,Insurance Underwriters,25,40,70,85,85,35,340.0,56.6667,weak match,Gemini|Finance|13-2053.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Sub-Saharan Africa,10,13-2054.00,Financial Risk Specialists,30,65,55,80,85,35,350.0,58.3333,weak match,Gemini|Finance|13-2054.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Northern Africa and Western Asia,2,11-3031.01,Treasurers and Controllers,30,72,85,80,85,35,387.0,64.5,moderate match,Gemini|Finance|11-3031.01|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Northern Africa and Western Asia,1,11-3031.00,Financial Managers,35,78,75,85,90,30,393.0,65.5,moderate match,Gemini|Finance|11-3031.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Northern Africa and Western Asia,3,11-3031.03,Investment Fund Managers,30,75,95,85,85,45,415.0,69.1667,moderate match,Gemini|Finance|11-3031.03|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Northern Africa and Western Asia,4,13-2011.00,Accountants and Auditors,25,65,60,85,85,30,350.0,58.3333,weak match,Gemini|Finance|13-2011.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Northern Africa and Western Asia,5,13-2031.00,Budget Analysts,35,78,65,85,88,30,381.0,63.5,moderate match,Gemini|Finance|13-2031.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Northern Africa and Western Asia,6,13-2041.00,Credit Analysts,25,75,60,85,85,30,360.0,60.0,moderate match,Gemini|Finance|13-2041.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Northern Africa and Western Asia,7,13-2051.00,Financial and Investment Analysts,35,95,60,85,90,30,395.0,65.8333,strong match,Gemini|Finance|13-2051.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Northern Africa and Western Asia,8,13-2052.00,Personal Financial Advisors,30,70,80,85,85,30,380.0,63.3333,moderate match,Gemini|Finance|13-2052.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Northern Africa and Western Asia,9,13-2053.00,Insurance Underwriters,25,35,55,85,85,30,315.0,52.5,weak match,Gemini|Finance|13-2053.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Northern Africa and Western Asia,10,13-2054.00,Financial Risk Specialists,30,65,60,85,85,30,355.0,59.1667,weak match,Gemini|Finance|13-2054.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Central and Southern Asia,1,11-3031.00,Financial Managers,35,78,70,85,88,35,391.0,65.1667,moderate match,Gemini|Finance|11-3031.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Central and Southern Asia,2,11-3031.01,Treasurers and Controllers,35,75,85,85,85,30,395.0,65.8333,moderate match,Gemini|Finance|11-3031.01|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Central and Southern Asia,3,11-3031.03,Investment Fund Managers,30,75,95,85,85,30,400.0,66.6667,moderate match,Gemini|Finance|11-3031.03|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Central and Southern Asia,4,13-2011.00,Accountants and Auditors,25,75,60,85,85,30,360.0,60.0,moderate match,Gemini|Finance|13-2011.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Central and Southern Asia,5,13-2031.00,Budget Analysts,35,78,65,85,88,35,386.0,64.3333,moderate match,Gemini|Finance|13-2031.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Central and Southern Asia,6,13-2041.00,Credit Analysts,25,75,60,85,85,30,360.0,60.0,moderate match,Gemini|Finance|13-2041.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Central and Southern Asia,7,13-2051.00,Financial and Investment Analysts,35,95,60,85,88,30,393.0,65.5,strong match,Gemini|Finance|13-2051.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Central and Southern Asia,8,13-2052.00,Personal Financial Advisors,35,55,80,85,85,35,375.0,62.5,moderate match,Gemini|Finance|13-2052.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Central and Southern Asia,9,13-2053.00,Insurance Underwriters,25,35,65,85,85,30,325.0,54.1667,weak match,Gemini|Finance|13-2053.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Central and Southern Asia,10,13-2054.00,Financial Risk Specialists,30,65,60,85,85,30,355.0,59.1667,weak match,Gemini|Finance|13-2054.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Eastern and South-Eastern Asia,1,11-3031.00,Financial Managers,30,75,70,80,85,35,375.0,62.5,moderate match,Gemini|Finance|11-3031.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Eastern and South-Eastern Asia,2,11-3031.01,Treasurers and Controllers,35,78,85,82,88,30,398.0,66.3333,moderate match,Gemini|Finance|11-3031.01|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Eastern and South-Eastern Asia,3,11-3031.03,Investment Fund Managers,35,75,95,85,85,35,410.0,68.3333,moderate match,Gemini|Finance|11-3031.03|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Eastern and South-Eastern Asia,4,13-2011.00,Accountants and Auditors,30,65,60,85,85,30,355.0,59.1667,moderate match,Gemini|Finance|13-2011.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Eastern and South-Eastern Asia,5,13-2031.00,Budget Analysts,35,78,65,85,88,30,381.0,63.5,moderate match,Gemini|Finance|13-2031.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Eastern and South-Eastern Asia,6,13-2041.00,Credit Analysts,30,75,65,80,85,30,365.0,60.8333,moderate match,Gemini|Finance|13-2041.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Eastern and South-Eastern Asia,7,13-2051.00,Financial and Investment Analysts,35,95,60,85,85,30,390.0,65.0,moderate match,Gemini|Finance|13-2051.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Eastern and South-Eastern Asia,8,13-2052.00,Personal Financial Advisors,30,70,80,85,85,30,380.0,63.3333,moderate match,Gemini|Finance|13-2052.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Eastern and South-Eastern Asia,9,13-2053.00,Insurance Underwriters,30,45,65,85,85,30,340.0,56.6667,weak match,Gemini|Finance|13-2053.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Eastern and South-Eastern Asia,10,13-2054.00,Financial Risk Specialists,30,72,60,85,85,40,372.0,62.0,moderate match,Gemini|Finance|13-2054.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Latin America and the Caribbean,1,11-3031.00,Financial Managers,30,78,72,85,88,30,383.0,63.8333,moderate match,Gemini|Finance|11-3031.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Latin America and the Caribbean,2,11-3031.01,Treasurers and Controllers,35,75,85,85,85,30,395.0,65.8333,moderate match,Gemini|Finance|11-3031.01|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Latin America and the Caribbean,3,11-3031.03,Investment Fund Managers,30,75,95,85,85,35,405.0,67.5,moderate match,Gemini|Finance|11-3031.03|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Latin America and the Caribbean,4,13-2011.00,Accountants and Auditors,30,72,60,85,85,35,367.0,61.1667,moderate match,Gemini|Finance|13-2011.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Latin America and the Caribbean,5,13-2031.00,Budget Analysts,35,80,65,85,90,35,390.0,65.0,moderate match,Gemini|Finance|13-2031.00|FIN_SEN_01
Gemini,result/Gemini/exp3/exp3/output_scores_Finance_exp3.json,exp3_mask_cv_only_implicit,Finance,FIN_SEN_01,Finance_Senior,Finance,Senior,Latin America and the Caribbean,6,13-2041.00,Credit Analysts,30,75,60,85,85,30,365.0,60.8333,moderate match,Gemini|Finance|13-2041.00|FIN_SEN_01
